Known As,Full Name,Overall,Nationality,Age,Club Name,Wage(in Euro)
'O. Bjørtuft','Odin Luraas Bjørtuft',65,'Norway',23.0,'Odds BK',1000.0
'Tiago Ribeiro','Tiago Miguel Hora Ribeiro',65,'Portugal',20.0,'Valencia CF',7000.0
'A. Grimaldi','Adriano Grimaldi',65,'Germany',31.0,'1. FC Saarbrücken',2000.0
'J. Marabel','Junior Marabel',65,'Paraguay',24.0,'Unión de Santa Fe',4000.0
'R. Janssen','Roel Janssen',65,'Netherlands',32.0,'Fortuna Sittard',4000.0
'Yeo Reum','Reum Yeo',65,'Korea Republic',33.0,'Incheon United FC',2000.0
'K. John','Kelechi John',65,'Nigeria',23.0,'Central Coast Mariners',750.0
'B. Güngördü','Bahadir Güngördü',65,'Turkey',26.0,'MKE Ankaragücü',3000.0
'K. Melichenko','Kyrylo Melichenko',65,'Ukraine',23.0,'SG Dynamo Dresden',2000.0
'J. Krahl','Julian Krahl',65,'Germany',22.0,'1. FC Kaiserslautern',2000.0
'A. Benga','Alexandru Benga',65,'Romania',33.0,'AFC UTA Arad',2000.0
'M. Berden','Martijn Berden',65,'Netherlands',24.0,'Go Ahead Eagles',2000.0
'T. Escalante','Tomás Escalante',65,'Argentina',22.0,'Defensa y Justicia',4000.0
'D. Stec','David Stec',65,'Austria',28.0,'Lechia Gdansk',3000.0
'R. Bushiri','Rocky Bushiri',65,'Belgium',22.0,'Hibernian',2000.0
'Y. Wildschut','Yanic Wildschut',65,'Suriname',30.0,'Oxford United',4000.0
'S. Ojeda','Sergio Ojeda',65,'Argentina',30.0,'Patronato',4000.0
'K. Dembélé','Karamoko Dembélé',65,'England',19.0,'Stade Brestois 29',4000.0
'S. Thórdarson','Stefán Teitur Thórdarson',65,'Iceland',23.0,'Silkeborg IF',3000.0
'R. Oates','Rhys Oates',65,'England',27.0,'Mansfield Town',6000.0
'A. unjar','Aleksandar unjar',65,'Australia',26.0,'Macarthur FC',1000.0
'J. Blázquez','Joaquín Blázquez',65,'Argentina',21.0,'Stade Brestois 29',2000.0
'M. Lotka','Marcel Lotka',65,'Poland',21.0,'Borussia Dortmund',5000.0
'T. Noslin','Tijjani Noslin',65,'Netherlands',22.0,'Fortuna Sittard',4000.0
'M. Karamoko','Mamoudou Karamoko',65,'France',22.0,'F.C. København',6000.0
'F. Haugen','Fredrik Haugen',65,'Norway',30.0,'Aalesunds FK',1000.0
'D. Quilumba','Darwin Quilumba',65,'Ecuador',33.0,'Mushuc Runa',500.0
'S. O''Donnell','Stephen O''Donnell',65,'Scotland',30.0,'Motherwell',2000.0
'K. Dimitrov','Kristian Dimitrov',65,'Bulgaria',25.0,'Hajduk Split',500.0
'C. Washington','Conor Washington',65,'Northern Ireland',30.0,'Rotherham United',5000.0
'A. Maglica','Anton Maglica',65,'Croatia',30.0,'APOEL Nicosia FC',500.0
'P. Szappanos','Péter Szappanos',65,'Hungary',31.0,'Free agent',0.0
'M. Antonsson','Marcus Antonsson',65,'Sweden',31.0,'IFK Värnamo',1000.0
'N. Stevanovic','Nikola Stevanovic',65,'Serbia',23.0,'FC Ingolstadt 04',2000.0
'B. Bolla','Bendegúz Bolla',65,'Hungary',22.0,'Grasshopper Club Zürich',13000.0
'Rafael Pereira','Rafael António Pereira',65,'Brazil',22.0,'Al Ain FC',500.0
'P. Tomasik','Piotr Tomasik',65,'Poland',34.0,'Wisla Plock',2000.0
'S. Vulikic','Stipe Vulikic',65,'Croatia',21.0,'Perugia',850.0
'J. Stevens','Jack Stevens',65,'England',24.0,'Port Vale',2000.0
'T. Dieng','Timothée Dieng',65,'France',30.0,'Exeter City',3000.0
'D. Köhn','Derrick Köhn',65,'Germany',23.0,'Hannover 96',6000.0
'R. Tunnicliffe','Ryan Tunnicliffe',65,'England',29.0,'Portsmouth',4000.0
'Y. Letard','Yannis Letard',65,'France',23.0,'LASK Linz',5000.0
'A. Redmayne','Andrew Redmayne',65,'Australia',33.0,'Sydney FC',2000.0
'D. Chima Chukwu','Daniel Chima Chukwu',65,'Nigeria',31.0,'Jamshedpur FC',650.0
'Delgado','Carlos Javier Delgado Rodríguez',65,'Spain',32.0,'Odisha FC',500.0
'E. Harrison','Ellis Harrison',65,'Wales',28.0,'Port Vale',3000.0
'A. Coly','Aliou Coly',65,'Senegal',29.0,'Kristiansund BK',1000.0
'L. Montsma','Lewis Montsma',65,'Netherlands',24.0,'Lincoln City',2000.0
'S. Mthethwa','Sandile Mthethwa',65,'South Africa',25.0,'Orlando Pirates',500.0
'A. Dursun','Abdurrahim Dursun',65,'Turkey',23.0,'Adana Demirspor',4000.0
'E. Alfonso','Ezequiel Alfonso',65,'Paraguay',22.0,'General Caballero (JLM)',500.0
'P. Kovár','Premysl Kovár',65,'Czech Republic',36.0,'SK Slavia Praha',500.0
'M. Kaput','Michal Kaput',65,'Poland',24.0,'Piast Gliwice',2000.0
'Zeca','Jose Joaquim de Carvalho',65,'Brazil',25.0,'Daegu FC',2000.0
'B. Wilson','Ben Wilson',65,'England',29.0,'Coventry City',5000.0
'F. Kurto','Filip Kurto',65,'Poland',31.0,'Macarthur FC',1000.0
'F. Bonifazi','Facundo Bonifazi',65,'Uruguay',26.0,'Club Atlético Peñarol',500.0
'J. Lund','Julian Faye Lund',65,'Norway',23.0,'FK Bodø/Glimt',950.0
'M. Alonso','Máximo Alonso',65,'Uruguay',19.0,'Club Atlético Peñarol',500.0
'A. Al Obaid','Abdulrahman Al Obaid',65,'Saudi Arabia',29.0,'Ettifaq FC',9000.0
'Sun Jie','Jie Sun',65,'China PR',30.0,'Changchun Yatai FC',3000.0
'J. Felix','Joel Felix',65,'Denmark',24.0,'Silkeborg IF',2000.0
'A. Fisher','Andy Fisher',65,'England',24.0,'Swansea City',5000.0
'O. Salomón','Oscar Salomón',65,'Argentina',23.0,'Club Atlético Tigre',3000.0
'E. Haugan','Eirik Haugan',65,'Norway',24.0,'Molde FK',2000.0
'M. de Gevigney','Maël de Gevigney',65,'France',22.0,'Nîmes Olympique',2000.0
'S. Mkhulise','Sphelele Mkhulise',65,'South Africa',26.0,'Mamelodi Sundowns FC',500.0
'José Marsà','José Martínez Marsà',65,'Spain',20.0,'Sporting CP',2000.0
'J. Kitolano','Joshua Kitolano',65,'Norway',20.0,'Sparta Rotterdam',2000.0
'L. Ravanelli','Luca Ravanelli',65,'Italy',25.0,'Frosinone',3000.0
'A. Teikeu','Adolphe Teikeu',65,'Cameroon',32.0,'Stade Malherbe Caen',2000.0
'E. Salles','Esteban Salles',65,'France',28.0,'Grenoble Foot 38',2000.0
'C. Pastina','Christian Pastina',65,'Italy',21.0,'Benevento',950.0
'M. Peano','Marcos Peano',65,'Argentina',23.0,'Defensa y Justicia',2000.0
'J. Griffiths','Josh Griffiths',65,'England',20.0,'Portsmouth',4000.0
'S. Mielitz','Sebastian Mielitz',65,'Germany',32.0,'VfB Oldenburg',500.0
'N. Mujakic','Nihad Mujakic',65,'Bosnia and Herzegovina',24.0,'MKE Ankaragücü',3000.0
'D. Popa','Daniel Popa',65,'Romania',26.0,'AFC Chindia Târgovi?te',2000.0
'M. Jay','Matt Jay',65,'England',26.0,'Exeter City',3000.0
'F. Cann','Francis Cann',65,'Ghana',24.0,'FC Vizela',2000.0
'A. Jung','Andrew Jung',65,'France',24.0,'US Quevilly Rouen Métropole',3000.0
'L. Maloney','Lennard Maloney',65,'Germany',22.0,'1. FC Heidenheim 1846',5000.0
'I. Lomami','Irvyn Lomami',65,'France',18.0,'Olympique Lyonnais',4000.0
'B. Stevenson','Ben Stevenson',65,'England',25.0,'Forest Green Rovers',3000.0
'A. Morley','Aaron Morley',65,'England',22.0,'Bolton Wanderers',3000.0
'T. Kraulich','Tobias Kraulich',65,'Germany',23.0,'SV Meppen',750.0
'T. Mahrer','Thorsten Mahrer',65,'Austria',32.0,'SK Austria Klagenfurt',3000.0
'Z. Diallo','Zakaria Diallo',65,'France',35.0,'Le Havre AC',1000.0
'M. Araz','Musa Araz',65,'Switzerland',28.0,'FC Sion',7000.0
'D. Bingham','David Bingham',65,'United States',32.0,'Portland Timbers',2000.0
'A. Bjelland','Andreas Bjelland',65,'Denmark',33.0,'Lyngby BK',3000.0
'E. Zavaleta','Eriq Zavaleta',65,'El Salvador',29.0,'LA Galaxy',2000.0
'D. Tchamba','Duplexe Tchamba',65,'Cameroon',23.0,'Casa Pia',1000.0
'T. Cardozo','Thiago Cardozo',65,'Uruguay',25.0,'Club Atlético Peñarol',500.0
'A. MacDonald','Angus MacDonald',65,'England',29.0,'Swindon Town',4000.0
'J. Siebert','Jamil Siebert',65,'Germany',20.0,'Viktoria Köln',4000.0
'J. Fitzwater','Jack Fitzwater',65,'England',24.0,'Livingston FC',2000.0
'T. Oberdorf','Tim Oberdorf',65,'Germany',25.0,'Fortuna Düsseldorf',6000.0
'M. Tounkara','Mamadou Tounkara',65,'Senegal',26.0,'Cittadella',1000.0
'A. Phillips','Adam Phillips',65,'England',24.0,'Barnsley',3000.0
'N. Gunnarsson','Niklas Gunnarsson',65,'Norway',31.0,'Strømsgodset IF',1000.0
'M. Greve','Mathias Greve',65,'Denmark',27.0,'Brøndby IF',4000.0
'A. Obando','Agustín Obando',65,'Argentina',22.0,'Club Atlético Tigre',4000.0
'B. Popovic','Boris Popovic',65,'Serbia',22.0,'KSV Cercle Brugge',3000.0
'J. Mwanga','Junior Mwanga',65,'France',19.0,'FC Girondins de Bordeaux',1000.0
'Piao Cheng','Cheng Piao',65,'China PR',32.0,'Beijing Guoan FC',5000.0
'F. Lauenborg','Frederik Lauenborg',65,'Denmark',25.0,'Randers FC',4000.0
'Miguel Morro','Miguel Ángel Morro Muñoz',65,'Spain',21.0,'Rayo Vallecano',2000.0
'B. Miovski','Bojan Miovski',65,'North Macedonia',23.0,'Aberdeen',2000.0
'E. Hamilton','Ethan Hamilton',65,'Scotland',23.0,'Accrington Stanley',2000.0
'K. Sadlier','Kieran Sadlier',65,'Republic of Ireland',27.0,'Bolton Wanderers',3000.0
'V. Ozornwafor','Valentine Ozornwafor',65,'Nigeria',23.0,'FC Sochaux-Montbéliard',3000.0
'R. Cooney','Ryan Cooney',65,'England',22.0,'Morecambe',2000.0
'J. Bigo','Joaquin Bigo',65,'Argentina',23.0,'Arsenal de Sarandí',2000.0
'A. Di Pardo','Alessandro Di Pardo',65,'Italy',22.0,'Cagliari',17000.0
'S. Nkansah','Steffen Nkansah',65,'Germany',26.0,'FC Erzgebirge Aue',1000.0
'M. Lieder','Mart Lieder',65,'Netherlands',32.0,'FC Emmen',3000.0
'S. O''Neill','Shane O''Neill',65,'United States',28.0,'Toronto FC',2000.0
'M. Finotto','Mattia Finotto',65,'Italy',29.0,'SPAL',1000.0
'I. Conté','Ibrahima Conté',65,'Guinea',26.0,'Chamois Niortais Football Club',2000.0
'M. Djetei','Mohamed Djetei',65,'Cameroon',27.0,'Albacete BP',2000.0
'S. Hagen','Steffen Hagen',65,'Norway',36.0,'Odds BK',1000.0
'J. Heuer','Jannis Heuer',65,'Germany',22.0,'SC Paderborn 07',4000.0
'F. Carstens','Florian Carstens',65,'Germany',23.0,'SV Wehen Wiesbaden',2000.0
'K. Kaminski','Krzysztof Kaminski',65,'Poland',31.0,'Wisla Plock',1000.0
'J. Ortmark','Jacob Ortmark',65,'Sweden',24.0,'IFK Norrköping',2000.0
'A. Pears','Aynsley Pears',65,'England',24.0,'Blackburn Rovers',7000.0
'L. Stevenson','Lewis Stevenson',65,'Scotland',34.0,'Hibernian',2000.0
'R. Balker','Radinio Balker',65,'Netherlands',23.0,'FC Groningen',2000.0
'E. Bush','Evan Bush',65,'United States',36.0,'Columbus Crew',1000.0
'L. Wing','Lewis Wing',65,'England',27.0,'Wycombe Wanderers',3000.0
'Tiri','José Luis Espinosa Arroyo',65,'Spain',30.0,'ATK Mohun Bagan FC',1000.0
'M. Briceag','Marius Briceag',65,'Romania',30.0,'Universitatea Cluj',2000.0
'P. Makuch','Patryk Makuch',65,'Poland',23.0,'Cracovia',3000.0
'I. Cortez','Ismael Cortez',65,'Argentina',22.0,'Rosario Central',4000.0
'H. Friðjónsson','Hólmbert Aron Friðjónsson',65,'Iceland',29.0,'Lillestrøm SK',6000.0
'R. Meara','Ryan Meara',65,'United States',31.0,'New York Red Bulls',2000.0
'A. Livieri','Alessandro Livieri',65,'Italy',25.0,'Pisa',1000.0
'P. Parzyszek','Piotr Parzyszek',65,'Poland',28.0,'CD Leganés',4000.0
'M. Popa','Mihai Popa',65,'Romania',21.0,'FC Voluntari',2000.0
'Z. Hemming','Zach Hemming',65,'England',22.0,'Kilmarnock',5000.0
'M. Wieffer','Mats Wieffer',65,'Netherlands',22.0,'Feyenoord',2000.0
'D. Celea','Daniel Celea',65,'Romania',26.0,'AFC Chindia Târgovi?te',2000.0
'K. Opoku','Kwadwo Opoku',65,'Ghana',20.0,'Los Angeles FC',2000.0
'V. Jaro','Vítezslav Jaro',65,'Czech Republic',20.0,'Stockport County',10000.0
'K. Butic','Karlo Butic',65,'Croatia',23.0,'Cosenza',900.0
'J. King','Joel King',65,'Australia',21.0,'Odense Boldklub',2000.0
'B. Bayazit','Bilal Bayazit',65,'Netherlands',23.0,'Yukatel Kayserispor',3000.0
'T. Adamsen','Tonni Adamsen',65,'Denmark',27.0,'Silkeborg IF',4000.0
'M. Al Fatil','Mohammed Al Fatil',65,'Saudi Arabia',30.0,'Al Nassr',9000.0
'T. Deng','Thomas Deng',65,'Australia',25.0,'Free agent',0.0
'S. Horemans','Siebe Horemans',65,'Belgium',24.0,'Excelsior',2000.0
'M. Phaëton','Matthias Phaëton',65,'France',22.0,'Grenoble Foot 38',2000.0
'G. Paiva','Guillermo Paiva',65,'Paraguay',24.0,'Club Olimpia',500.0
'M. Sonnleitner','Mario Sonnleitner',65,'Austria',35.0,'TSV Egger Glas Hartberg',2000.0
'O. Sæter','Ole Christian Sæter',65,'Norway',26.0,'Rosenborg BK',2000.0
'M. Zemzemi','Moataz Zemzemi',65,'Tunisia',22.0,'Chamois Niortais Football Club',2000.0
'Z. Naidji','Zakaria Naidji',65,'Algeria',27.0,'Stade Lavallois Mayenne FC',2000.0
'W. Norris','Will Norris',65,'England',28.0,'Burnley',8000.0
'C. Villanueva','Carlo Villanueva',65,'Chile',23.0,'Colo-Colo',2000.0
'S. Hausner','Sebastian Hausner',65,'Denmark',22.0,'Aarhus GF',3000.0
'F. Eboa Eboa','Félix Eboa Eboa',65,'Cameroon',25.0,'En Avant de Guingamp',2000.0
'André Paulo','André Filipe Eusébio Paulo',65,'Portugal',25.0,'Sporting CP',2000.0
'S. Carson','Scott Carson',65,'England',36.0,'Manchester City',11000.0
'T. Carson','Trevor Carson',65,'Northern Ireland',34.0,'St. Mirren',2000.0
'S. Puttkammer','Steffen Puttkammer',65,'Germany',33.0,'SV Meppen',850.0
'J. Schmied','Joël Schmied',65,'Switzerland',23.0,'FC Sion',5000.0
'N. Lonwijk','Nigel Lonwijk',65,'Netherlands',19.0,'Plymouth Argyle',8000.0
'A. Cannon','Andy Cannon',65,'England',26.0,'Hull City',5000.0
'F. Suárez','Facundo Suárez',65,'Argentina',28.0,'Club Deportivo Oriente Petrolero',500.0
'C. Raglan','Charlie Raglan',65,'England',29.0,'Cheltenham Town',2000.0
'B. Jones','Brad Jones',65,'Australia',40.0,'Perth Glory',750.0
'F. Bejan','Florin Bejan',65,'Romania',31.0,'AFC Hermannstadt',2000.0
'M. Knaller','Marco Knaller',65,'Austria',35.0,'SK Austria Klagenfurt',2000.0
'P. afranko','Pavol afranko',65,'Slovakia',27.0,'Sepsi OSK Sf. Gheorghe',4000.0
'J. Caldera','José Caldera',65,'Colombia',20.0,'Deportivo Cali',800.0
'B. Utvik','Bjørn Inge Utvik',65,'Norway',26.0,'Sarpsborg 08 FF',1000.0
'H. Magallanes','Hugo Magallanes',65,'Uruguay',24.0,'Ayacucho',500.0
'F. Lasso','Forrest Lasso',65,'United States',29.0,'GIF Sundsvall',1000.0
'A. Tudorie','Alexandru Tudorie',65,'Romania',26.0,'Sepsi OSK Sf. Gheorghe',4000.0
'O. Stanisic','Oliver Stanisic',65,'Sweden',28.0,'Varbergs BoIS FC',1000.0
'F. Ángel','Fabián Ángel',65,'Colombia',21.0,'Newell''s Old Boys',3000.0
'K. Kairinen','Kaan Kairinen',65,'Finland',23.0,'Lillestrøm SK',1000.0
'J. Wollacott','Jojo Wollacott',65,'Ghana',25.0,'Charlton Athletic',2000.0
'Javi Díaz','Javier Díaz Sánchez',65,'Spain',25.0,'CD Tenerife',2000.0
'A. Deja','Adam Deja',65,'Poland',29.0,'Korona Kielce',1000.0
'Gui Guedes','Guilherme Borges Guedes',65,'Portugal',20.0,'Unión Deportiva Almería',5000.0
'R. Al Mousa','Rayan Al Mousa',65,'Saudi Arabia',27.0,'Damac FC',5000.0
'D. Harvie','Daniel Harvie',65,'Scotland',23.0,'Milton Keynes Dons',3000.0
'D. Kasumu','David Kasumu',65,'Nigeria',22.0,'Huddersfield Town',5000.0
'S. Krpic','Sulejman Krpic',65,'Bosnia and Herzegovina',31.0,'Western Sydney Wanderers',3000.0
'A. Benedyczak','Adrian Benedyczak',65,'Poland',21.0,'Parma',1000.0
'T. Matthews','Tashreeq Matthews',65,'South Africa',21.0,'IK Sirius',1000.0
'M. Freese','Matt Freese',65,'United States',23.0,'Philadelphia Union',1000.0
'J. Martin','Josh Martin',65,'England',20.0,'Barnsley',8000.0
'I. Maestro Puch','Ignacio Daniel Maestro Puch',65,'Argentina',18.0,'Atlético Tucumán',1000.0
'S. Engelmann','Simon Engelmann',65,'Germany',33.0,'Rot-Weiß Essen',2000.0
'R. Inniss','Ryan Inniss',65,'England',27.0,'Charlton Athletic',3000.0
'S. Meza','Sebastián Meza',65,'Argentina',22.0,'Club Atlético Sarmiento',2000.0
'L. Ojeda','Leandro Ojeda',65,'Argentina',20.0,'Club Atlético Colón',2000.0
'D. Maldini','Daniel Maldini',65,'Italy',20.0,'Spezia',10000.0
'E. Domaschke','Erik Domaschke',65,'Germany',36.0,'SV Meppen',500.0
'Yu Yang','Yang Yu',65,'China PR',32.0,'Beijing Guoan FC',5000.0
'T. Cele','Thabo Cele',65,'South Africa',25.0,'Radomiak Radom',2000.0
'N. Dams','Niklas Dams',65,'Germany',32.0,'Borussia Dortmund II',1000.0
'G. Álvarez','Gilbert Álvarez',65,'Bolivia',30.0,'Royal Pari',500.0
'D. Jakubik','Damian Jakubik',65,'Poland',32.0,'Radomiak Radom',2000.0
'M. Stevens','Mathew Stevens',65,'England',24.0,'Forest Green Rovers',3000.0
'J. Rzezniczak','Jakub Rzezniczak',65,'Poland',35.0,'Wisla Plock',1000.0
'J. Izquierdo','Juan Manuel Izquierdo',65,'Uruguay',24.0,'Club Nacional de Football',500.0
'M. Pedersen','Marcus Pedersen',65,'Norway',32.0,'Hamarkameratene',1000.0
'F. Paradela','Federico Paradela',65,'Argentina',23.0,'Club Atlético Sarmiento',3000.0
'D. Fernández','Damián Fernández',65,'Argentina',21.0,'Vélez Sarsfield',3000.0
'J. Reinoso','Jair Reinoso',65,'Colombia',37.0,'Club The Strongest',500.0
'H. Quintana','Hugo Quintana',65,'Paraguay',20.0,'Club Olimpia',500.0
'L. Rose','Lindsay Rose',65,'Mauritius',30.0,'Legia Warszawa',3000.0
'Pedro Álvaro','Pedro Miguel Costa Álvaro',65,'Portugal',22.0,'Estoril Praia',2000.0
'P. Helland','Pål André Helland',65,'Norway',32.0,'Lillestrøm SK',2000.0
'C. Klaus','Carl Klaus',65,'Germany',28.0,'1. FC Nürnberg',3000.0
'João Marcelo','João Marcelo Messias Ferreira',65,'Brazil',22.0,'FC Porto',3000.0
'N. Romero','Nazareno Romero',65,'Argentina',22.0,'Rosario Central',3000.0
'K. Kahlina','Kristijan Kahlina',65,'Croatia',29.0,'Charlotte FC',2000.0
'M. Gianoli','Martín Gianoli',65,'Uruguay',21.0,'Cerro Largo Fútbol Club',500.0
'Alan Costa','Alan Henrique Costa',65,'Brazil',31.0,'Bengaluru FC',700.0
'M. Brunori','Matteo Brunori',65,'Italy',27.0,'Palermo',2000.0
'M. Ebiowei','Malcolm Ebiowei',65,'England',18.0,'Crystal Palace',4000.0
'J. Portales','Jefferson Portales',65,'Peru',24.0,'Club Alianza Lima',500.0
'R. Gojani','Robert Gojani',65,'Sweden',29.0,'Silkeborg IF',3000.0
'R. Strain','Ryan Strain',65,'Australia',25.0,'St. Mirren',2000.0
'D. Hylton','Danny Hylton',65,'England',33.0,'Northampton Town',6000.0
'R. Blanco','Ruyeri Blanco',65,'Colombia',23.0,'Atlético Nacional',1000.0
'L. Kitching','Liam Kitching',65,'England',22.0,'Barnsley',3000.0
'J. Carroll','Jake Carroll',65,'Republic of Ireland',30.0,'Motherwell',2000.0
'L. Unbehaun','Luca Unbehaun',65,'Germany',21.0,'Borussia Dortmund',5000.0
'J. Jugas','Jakub Jugas',65,'Czech Republic',30.0,'Cracovia',3000.0
'M. Bjärsmyr','Mattias Bjärsmyr',65,'Sweden',36.0,'IFK Göteborg',1000.0
'C. Sánchez','Christian Joel Sánchez',65,'Cuba',22.0,'RC Celta de Vigo',2000.0
'M. Nawrocki','Maik Nawrocki',65,'Poland',21.0,'Legia Warszawa',2000.0
'J. Ibáñez','Joaquín Ibáñez',65,'Argentina',25.0,'Arsenal de Sarandí',3000.0
'S. Mbule','Sipho Mbule',65,'South Africa',24.0,'Mamelodi Sundowns FC',500.0
'M. Caicedo','Marcos Caicedo',65,'Ecuador',30.0,'CS Emelec',500.0
'T. Arokodare','Toluwalase Arokodare',65,'Nigeria',21.0,'Amiens SC',2000.0
'K. Alici','Kerim Alici',65,'Turkey',25.0,'Atakas Hatayspor',3000.0
'P. Sohm','Pascal Sohm',65,'Germany',30.0,'SV Waldhof Mannheim 07',2000.0
'S. Müller','Sven Müller',65,'Germany',26.0,'SG Dynamo Dresden',2000.0
'J. Pigott','Joe Pigott',65,'England',28.0,'Portsmouth',5000.0
'Y. Bamidele','Yusuf Bamidele',65,'Nigeria',21.0,'Estoril Praia',2000.0
'J. Araúz','Jorge Araúz',65,'Bolivia',27.0,'Royal Pari',500.0
'J. Lewis','Joe Lewis',65,'England',34.0,'Aberdeen',2000.0
'L. Banda','Lameck Banda',65,'Zambia',21.0,'Lecce',4000.0
'M. Lucas','Manuel Lucas',65,'Ecuador',29.0,'9 de Octubre',500.0
'B. Armoa','Blas Armoa',65,'Paraguay',22.0,'Club Atlético Tigre',3000.0
'E. Rivas','Edson Rivas',65,'Venezuela',20.0,'Deportivo La Guaira FC',500.0
'P. Soko','Patrick Soko',65,'Cameroon',24.0,'SD Huesca',2000.0
'T. Rhein','Torben Rhein',65,'Germany',19.0,'Austria Lustenau',1000.0
'M. Scavone','Manuel Scavone',65,'Italy',35.0,'Bari',1000.0
'G. Charpentier','Gabriel Charpentier',65,'France',23.0,'Parma',1000.0
'F. Kleinhansl','Florian Kleinhansl',65,'Germany',21.0,'VfL Osnabrück',1000.0
'J. Augustin','Jean-Kévin Augustin',65,'France',25.0,'FC Basel 1893',5000.0
'D. Moor','Drew Moor',65,'United States',38.0,'Colorado Rapids',1000.0
'G. Peredo','Gustavo Peredo',65,'Bolivia',22.0,'Club Deportivo Guabirá',500.0
'C. Kouakou','Christian Kouakou',65,'Sweden',27.0,'IK Sirius',2000.0
'J. Matt','Jamille Matt',65,'Jamaica',32.0,'Forest Green Rovers',3000.0
'A. Sylla','Abakar Loubadhe Sylla',65,'Côte d''Ivoire',19.0,'Club Brugge KV',3000.0
'J. Camargo','Jesús Camargo',65,'Venezuela',24.0,'Hermanos Colmenarez',500.0
'Yeon Je Woon','Je Woon Yeon',65,'Korea Republic',27.0,'Seongnam FC',1000.0
'T. Marchiori','Tomás Marchiori',65,'Argentina',27.0,'Atlético Tucumán',2000.0
'J. Toivio','Joona Toivio',65,'Finland',34.0,'HJK Helsinki',500.0
'L. Buter','Leonel Buter',65,'Argentina',29.0,'Independiente Petrolero',500.0
'C. Avevor','Christopher Avevor',65,'Germany',30.0,'FC St. Pauli',5000.0
'M. Tamás','Márk Tamás',65,'Hungary',28.0,'Sepsi OSK Sf. Gheorghe',4000.0
'Z. Boucher','Zacharie Boucher',65,'France',30.0,'SC Bastia',1000.0
'K. Karikari','Kwame Karikari',65,'Ghana',30.0,'Chennaiyin FC',850.0
'M. Affonso','Mauricio Affonso',65,'Uruguay',30.0,'Club Atlético River Plate',500.0
'M. Kaasa','Markus Kaasa',65,'Norway',24.0,'Molde FK',2000.0
'João Graça','João Pedro Salazar da Graça',65,'Portugal',27.0,'Rio Ave FC',3000.0
'T. Kristensen','Thomas Thiesson Kristensen',65,'Denmark',20.0,'Aarhus GF',3000.0
'A. Pi?ian','Andrei Pi?ian',65,'Romania',26.0,'Universitatea Cluj',2000.0
'Verdasca','Diogo Sousa Verdasca',65,'Portugal',25.0,'Slask Wroclaw',2000.0
'C. Doidge','Christian Doidge',65,'Wales',29.0,'Kilmarnock',3000.0
'C. Belu-Iordache','Claudiu Belu-Iordache',65,'Romania',28.0,'Rapid Bucure?ti',3000.0
'D. Hoesen','Danny Hoesen',65,'Netherlands',31.0,'Austin FC',2000.0
'A. Calisir','André Calisir',65,'Armenia',32.0,'Silkeborg IF',3000.0
'S. Baldock','Sam Baldock',65,'England',33.0,'Oxford United',4000.0
'G. Williams','George Williams',65,'England',29.0,'Cambridge United',2000.0
'J. Cuéllar','Jairo Cuéllar',65,'Bolivia',22.0,'Club Deportivo Guabirá',500.0
'D. Grimshaw','Daniel Grimshaw',65,'England',24.0,'Blackpool',2000.0
'Iturbe','Alejandro Iturbe Encabo',65,'Spain',18.0,'Atlético de Madrid',950.0
'. uek','an uek',65,'Slovenia',25.0,'Bari',1000.0
'S. Väisänen','Sauli Väisänen',65,'Finland',28.0,'Cosenza',900.0
'S. Benda','Steven Benda',65,'Germany',23.0,'Swansea City',5000.0
'C. Boli','Charles Boli',65,'France',23.0,'Pau FC',1000.0
'M. Dyrestam','Mikael Dyrestam',65,'Guinea',30.0,'Al Adalah',5000.0
'F. Jörgensen','Filip Jörgensen',65,'Sweden',20.0,'Villarreal Club de Fútbol B',1000.0
'D. Oroz','Dominik Oroz',65,'Croatia',21.0,'SK Sturm Graz',3000.0
'B. Anderson','Bruce Anderson',65,'Scotland',23.0,'Livingston FC',2000.0
'M. Chiesa','Mattia Chiesa',65,'Italy',21.0,'Hellas Verona',3000.0
'F. Escales','Florian Escales',65,'France',26.0,'FC Annecy',1000.0
